full_text,label,tweet_tokens,tweet_tokens_wsw,tweet_tokens_stemmed
tumbangkan rezim pajak pemeras rakyat,0,"['tumbangkan', 'rezim', 'pajak', 'pemeras', 'rakyat']","['tumbangkan', 'rezim', 'pajak', 'pemeras', 'rakyat']","['tumbang', 'rezim', 'pajak', 'peras', 'rakyat']"
satu tas saja koq di kenakan pajak kcuali jmlnya lusinan,0,"['satu', 'tas', 'saja', 'koq', 'di', 'kenakan', 'pajak', 'kcuali', 'jmlnya', 'lusinan']","['tas', 'koq', 'kenakan', 'pajak', 'kcuali', 'jmlnya', 'lusinan']","['tas', 'koq', 'kena', 'pajak', 'kcuali', 'jmlnya', 'lusin']"
uang pajak untuk membiayai fasilitas pejabat cakep,0,"['uang', 'pajak', 'untuk', 'membiayai', 'fasilitas', 'pejabat', 'cakep']","['uang', 'pajak', 'membiayai', 'fasilitas', 'pejabat', 'cakep']","['uang', 'pajak', 'biaya', 'fasilitas', 'jabat', 'cakep']"
pemerintah selalu minta solusi konkrit kepada warga pembayar pajak pemerintahnya,0,"['pemerintah', 'selalu', 'minta', 'solusi', 'konkrit', 'kepada', 'warga', 'pembayar', 'pajak', 'pemerintahnya']","['pemerintah', 'solusi', 'konkrit', 'warga', 'pembayar', 'pajak', 'pemerintahnya']","['perintah', 'solusi', 'konkrit', 'warga', 'bayar', 'pajak', 'perintah']"
republik pajak naik bbm naek sembako naik listrik naik yang gk naik cuma harga diri bangsa aja negara kaya tp rakyat miskin hutang nambah korupsi jadi budaya hidup,0,"['republik', 'pajak', 'naik', 'bbm', 'naek', 'sembako', 'naik', 'listrik', 'naik', 'yang', 'gk', 'naik', 'cuma', 'harga', 'diri', 'bangsa', 'aja', 'negara', 'kaya', 'tp', 'rakyat', 'miskin', 'hutang', 'nambah', 'korupsi', 'jadi', 'budaya', 'hidup']","['republik', 'pajak', 'bbm', 'naek', 'sembako', 'listrik', 'gk', 'harga', 'bangsa', 'negara', 'kaya', 'tp', 'rakyat', 'miskin', 'hutang', 'nambah', 'korupsi', 'budaya', 'hidup']","['republik', 'pajak', 'bbm', 'naek', 'sembako', 'listrik', 'gk', 'harga', 'bangsa', 'negara', 'kaya', 'tp', 'rakyat', 'miskin', 'hutang', 'nambah', 'korupsi', 'budaya', 'hidup']"
serius nanya bener gak sih di konoha pajak aja bisa gelap belum tambang dll bisa semua gelap,0,"['serius', 'nanya', 'bener', 'gak', 'sih', 'di', 'konoha', 'pajak', 'aja', 'bisa', 'gelap', 'belum', 'tambang', 'dll', 'bisa', 'semua', 'gelap']","['serius', 'nanya', 'bener', 'konoha', 'pajak', 'gelap', 'tambang', 'dll', 'gelap']","['serius', 'nanya', 'bener', 'konoha', 'pajak', 'gelap', 'tambang', 'dll', 'gelap']"
npwp buat apa anjir gaji rbbulan mah calon karyawannya ga bakal dimintain pajak malah dikasih blt dah kayanya,0,"['npwp', 'buat', 'apa', 'anjir', 'gaji', 'rbbulan', 'mah', 'calon', 'karyawannya', 'ga', 'bakal', 'dimintain', 'pajak', 'malah', 'dikasih', 'blt', 'dah', 'kayanya']","['npwp', 'anjir', 'gaji', 'rbbulan', 'mah', 'calon', 'karyawannya', 'dimintain', 'pajak', 'dikasih', 'blt', 'dah', 'kayanya']","['npwp', 'anjir', 'gaji', 'rbbulan', 'mah', 'calon', 'karyawannya', 'dimintain', 'pajak', 'kasih', 'blt', 'dah', 'kaya']"
kalo pajak masih ok sih lebih bagus kalo udh include sama harga makanan yg pingin aku protes itu kalau ada tmpt makan yg ngasih service charge itu kan bagian dr restonya knp cust harus bayar uang tambahan buat itu,0,"['kalo', 'pajak', 'masih', 'ok', 'sih', 'lebih', 'bagus', 'kalo', 'udh', 'include', 'sama', 'harga', 'makanan', 'yg', 'pingin', 'aku', 'protes', 'itu', 'kalau', 'ada', 'tmpt', 'makan', 'yg', 'ngasih', 'service', 'charge', 'itu', 'kan', 'bagian', 'dr', 'restonya', 'knp', 'cust', 'harus', 'bayar', 'uang', 'tambahan', 'buat', 'itu']","['pajak', 'ok', 'bagus', 'udh', 'include', 'harga', 'makanan', 'pingin', 'protes', 'tmpt', 'makan', 'ngasih', 'service', 'charge', 'dr', 'restonya', 'knp', 'cust', 'bayar', 'uang', 'tambahan']","['pajak', 'ok', 'bagus', 'udh', 'include', 'harga', 'makan', 'pingin', 'protes', 'tmpt', 'makan', 'ngasih', 'service', 'charge', 'dr', 'restonya', 'knp', 'cust', 'bayar', 'uang', 'tambah']"
 tax is  fine for doing well  fine is  tax for doing wrong pajak adalah denda jika berbuat baik denda adalah pajak jika berbuat salah,1,"['tax', 'is', 'fine', 'for', 'doing', 'well', 'fine', 'is', 'tax', 'for', 'doing', 'wrong', 'pajak', 'adalah', 'denda', 'jika', 'berbuat', 'baik', 'denda', 'adalah', 'pajak', 'jika', 'berbuat', 'salah']","['tax', 'is', 'fine', 'for', 'doing', 'well', 'fine', 'is', 'tax', 'for', 'doing', 'wrong', 'pajak', 'denda', 'berbuat', 'denda', 'pajak', 'berbuat', 'salah']","['tax', 'is', 'fine', 'for', 'doing', 'well', 'fine', 'is', 'tax', 'for', 'doing', 'wrong', 'pajak', 'denda', 'buat', 'denda', 'pajak', 'buat', 'salah']"
ada duit langsung anda hibahkan ke istri tanpa kena pajak lt eo eo eo eo eo,0,"['ada', 'duit', 'langsung', 'anda', 'hibahkan', 'ke', 'istri', 'tanpa', 'kena', 'pajak', 'lt', 'eo', 'eo', 'eo', 'eo', 'eo']","['duit', 'langsung', 'hibahkan', 'istri', 'kena', 'pajak', 'lt', 'eo', 'eo', 'eo', 'eo', 'eo']","['duit', 'langsung', 'hibah', 'istri', 'kena', 'pajak', 'lt', 'eo', 'eo', 'eo', 'eo', 'eo']"
pajak cuma mo dipake buat foya pejabat,0,"['pajak', 'cuma', 'mo', 'dipake', 'buat', 'foya', 'pejabat']","['pajak', 'mo', 'dipake', 'foya', 'pejabat']","['pajak', 'mo', 'dipake', 'foya', 'jabat']"
kdm sederet aktor amp actress yg ditunjuk sebagai duta pajak korea dari tahun ke tahun karna rajin membayar pajak tepat waktu leejehoon amp seohyunjin leeseojin amp iu jojungsuk amp pmy leeseunggi amp joboah kimsoohyun amp songjihyo cont,0,"['kdm', 'sederet', 'aktor', 'amp', 'actress', 'yg', 'ditunjuk', 'sebagai', 'duta', 'pajak', 'korea', 'dari', 'tahun', 'ke', 'tahun', 'karna', 'rajin', 'membayar', 'pajak', 'tepat', 'waktu', 'leejehoon', 'amp', 'seohyunjin', 'leeseojin', 'amp', 'iu', 'jojungsuk', 'amp', 'pmy', 'leeseunggi', 'amp', 'joboah', 'kimsoohyun', 'amp', 'songjihyo', 'cont']","['kdm', 'sederet', 'aktor', 'actress', 'duta', 'pajak', 'korea', 'karna', 'rajin', 'membayar', 'pajak', 'leejehoon', 'seohyunjin', 'leeseojin', 'iu', 'jojungsuk', 'pmy', 'leeseunggi', 'joboah', 'kimsoohyun', 'songjihyo', 'cont']","['kdm', 'deret', 'aktor', 'actress', 'duta', 'pajak', 'korea', 'karna', 'rajin', 'bayar', 'pajak', 'leejehoon', 'seohyunjin', 'leeseojin', 'iu', 'jojungsuk', 'pmy', 'leeseunggi', 'joboah', 'kimsoohyun', 'songjihyo', 'cont']"
rezim jokowi benar biadab rezim jokowi lakukan genosida di kalimantan untuk ikn tiongkok rezim jokowi usir warga lokal di ikn tapi beri diskon pajak dan hgu tahun ke wna nicho silalahi biadab,0,"['rezim', 'jokowi', 'benar', 'biadab', 'rezim', 'jokowi', 'lakukan', 'genosida', 'di', 'kalimantan', 'untuk', 'ikn', 'tiongkok', 'rezim', 'jokowi', 'usir', 'warga', 'lokal', 'di', 'ikn', 'tapi', 'beri', 'diskon', 'pajak', 'dan', 'hgu', 'tahun', 'ke', 'wna', 'nicho', 'silalahi', 'biadab']","['rezim', 'jokowi', 'biadab', 'rezim', 'jokowi', 'lakukan', 'genosida', 'kalimantan', 'ikn', 'tiongkok', 'rezim', 'jokowi', 'usir', 'warga', 'lokal', 'ikn', 'diskon', 'pajak', 'hgu', 'wna', 'nicho', 'silalahi', 'biadab']","['rezim', 'jokowi', 'biadab', 'rezim', 'jokowi', 'laku', 'genosida', 'kalimantan', 'ikn', 'tiongkok', 'rezim', 'jokowi', 'usir', 'warga', 'lokal', 'ikn', 'diskon', 'pajak', 'hgu', 'wna', 'nicho', 'silalahi', 'biadab']"
era banyak pencurian segala jenis tambang juga pencurian apbn uang rakyat hingga rakyat pun dibebani segala pajak dan harga bahan pokok meningkat tajam,0,"['era', 'banyak', 'pencurian', 'segala', 'jenis', 'tambang', 'juga', 'pencurian', 'apbn', 'uang', 'rakyat', 'hingga', 'rakyat', 'pun', 'dibebani', 'segala', 'pajak', 'dan', 'harga', 'bahan', 'pokok', 'meningkat', 'tajam']","['era', 'pencurian', 'jenis', 'tambang', 'pencurian', 'apbn', 'uang', 'rakyat', 'rakyat', 'dibebani', 'pajak', 'harga', 'bahan', 'pokok', 'meningkat', 'tajam']","['era', 'curi', 'jenis', 'tambang', 'curi', 'apbn', 'uang', 'rakyat', 'rakyat', 'beban', 'pajak', 'harga', 'bahan', 'pokok', 'tingkat', 'tajam']"
yasin penjual negara calo tiongkok maling tambang pengemplang pajak pembangkit komunis,0,"['yasin', 'penjual', 'negara', 'calo', 'tiongkok', 'maling', 'tambang', 'pengemplang', 'pajak', 'pembangkit', 'komunis']","['yasin', 'penjual', 'negara', 'calo', 'tiongkok', 'maling', 'tambang', 'pengemplang', 'pajak', 'pembangkit', 'komunis']","['yasin', 'jual', 'negara', 'calo', 'tiongkok', 'maling', 'tambang', 'kemplang', 'pajak', 'bangkit', 'komunis']"
doboler ulung rupiah keok terhadap dollar pajak naik bbm naik beras naik gula naik gas naik kenyataan pahit gini masih saja ke pd an ngomong sombong,0,"['doboler', 'ulung', 'rupiah', 'keok', 'terhadap', 'dollar', 'pajak', 'naik', 'bbm', 'naik', 'beras', 'naik', 'gula', 'naik', 'gas', 'naik', 'kenyataan', 'pahit', 'gini', 'masih', 'saja', 'ke', 'pd', 'an', 'ngomong', 'sombong']","['doboler', 'ulung', 'rupiah', 'keok', 'dollar', 'pajak', 'bbm', 'beras', 'gula', 'gas', 'kenyataan', 'pahit', 'gini', 'pd', 'an', 'ngomong', 'sombong']","['doboler', 'ulung', 'rupiah', 'keok', 'dollar', 'pajak', 'bbm', 'beras', 'gula', 'gas', 'nyata', 'pahit', 'gin', 'pd', 'an', 'ngomong', 'sombong']"
kenapa biaya sekolah membengkak mgkin sekolah juga di kenakan pajak maka terpaksa pemilik kampus menaikan biaya perkuliahan itulah akibat negara dimiskinkan dengan beban hutang pertengahan rupiah ambruk tak tertahankan harga melambung karna barang langka,0,"['kenapa', 'biaya', 'sekolah', 'membengkak', 'mgkin', 'sekolah', 'juga', 'di', 'kenakan', 'pajak', 'maka', 'terpaksa', 'pemilik', 'kampus', 'menaikan', 'biaya', 'perkuliahan', 'itulah', 'akibat', 'negara', 'dimiskinkan', 'dengan', 'beban', 'hutang', 'pertengahan', 'rupiah', 'ambruk', 'tak', 'tertahankan', 'harga', 'melambung', 'karna', 'barang', 'langka']","['biaya', 'sekolah', 'membengkak', 'mgkin', 'sekolah', 'kenakan', 'pajak', 'terpaksa', 'pemilik', 'kampus', 'menaikan', 'biaya', 'perkuliahan', 'akibat', 'negara', 'dimiskinkan', 'beban', 'hutang', 'pertengahan', 'rupiah', 'ambruk', 'tertahankan', 'harga', 'melambung', 'karna', 'barang', 'langka']","['biaya', 'sekolah', 'bengkak', 'mgkin', 'sekolah', 'kena', 'pajak', 'paksa', 'milik', 'kampus', 'naik', 'biaya', 'kuliah', 'akibat', 'negara', 'miskin', 'beban', 'hutang', 'tengah', 'rupiah', 'ambruk', 'tahan', 'harga', 'lambung', 'karna', 'barang', 'langka']"
wujud revolusi mental yang dihajar yang minta maaf yang nyetor pajak yang diminta solusi yang sipil yang disuruh menyelesaikan konflik yang lurus yang digaslight buzzer ada lagi,0,"['wujud', 'revolusi', 'mental', 'yang', 'dihajar', 'yang', 'minta', 'maaf', 'yang', 'nyetor', 'pajak', 'yang', 'diminta', 'solusi', 'yang', 'sipil', 'yang', 'disuruh', 'menyelesaikan', 'konflik', 'yang', 'lurus', 'yang', 'digaslight', 'buzzer', 'ada', 'lagi']","['wujud', 'revolusi', 'mental', 'dihajar', 'maaf', 'nyetor', 'pajak', 'solusi', 'sipil', 'disuruh', 'menyelesaikan', 'konflik', 'lurus', 'digaslight', 'buzzer']","['wujud', 'revolusi', 'mental', 'hajar', 'maaf', 'nyetor', 'pajak', 'solusi', 'sipil', 'suruh', 'selesai', 'konflik', 'lurus', 'digaslight', 'buzzer']"
kira kalau gue gx bayar pajak trus kendaraan gue bodong kena tangkep kagak ya pan ade tu ijazah bodong kagak kena tangkep,0,"['kira', 'kalau', 'gue', 'gx', 'bayar', 'pajak', 'trus', 'kendaraan', 'gue', 'bodong', 'kena', 'tangkep', 'kagak', 'ya', 'pan', 'ade', 'tu', 'ijazah', 'bodong', 'kagak', 'kena', 'tangkep']","['gue', 'gx', 'bayar', 'pajak', 'trus', 'kendaraan', 'gue', 'bodong', 'kena', 'tangkep', 'kagak', 'pan', 'ade', 'tu', 'ijazah', 'bodong', 'kagak', 'kena', 'tangkep']","['gue', 'gx', 'bayar', 'pajak', 'trus', 'kendara', 'gue', 'bodong', 'kena', 'tangkep', 'kagak', 'pan', 'ade', 'tu', 'ijazah', 'bodong', 'kagak', 'kena', 'tangkep']"
pertalite rencana hilang subsidi ditarik pajak direncanakan naik sembako mahal biaya kesehatan tinggi biaya pendidikan susah teraih gembira sejahtera amp makin bahagianya nemu dari mana sementara itu om ngutang seratus besok lusa dibalikin,0,"['pertalite', 'rencana', 'hilang', 'subsidi', 'ditarik', 'pajak', 'direncanakan', 'naik', 'sembako', 'mahal', 'biaya', 'kesehatan', 'tinggi', 'biaya', 'pendidikan', 'susah', 'teraih', 'gembira', 'sejahtera', 'amp', 'makin', 'bahagianya', 'nemu', 'dari', 'mana', 'sementara', 'itu', 'om', 'ngutang', 'seratus', 'besok', 'lusa', 'dibalikin']","['pertalite', 'rencana', 'hilang', 'subsidi', 'ditarik', 'pajak', 'direncanakan', 'sembako', 'mahal', 'biaya', 'kesehatan', 'biaya', 'pendidikan', 'susah', 'teraih', 'gembira', 'sejahtera', 'bahagianya', 'nemu', 'om', 'ngutang', 'seratus', 'besok', 'lusa', 'dibalikin']","['pertalite', 'rencana', 'hilang', 'subsidi', 'tarik', 'pajak', 'rencana', 'sembako', 'mahal', 'biaya', 'sehat', 'biaya', 'didik', 'susah', 'raih', 'gembira', 'sejahtera', 'bahagia', 'nemu', 'om', 'ngutang', 'ratus', 'besok', 'lusa', 'dibalikin']"
live streming  pajak kp lalang oleh personel unit lantas pada hari jumat arus lalin cukup lancar,0,"['live', 'streming', 'pajak', 'kp', 'lalang', 'oleh', 'personel', 'unit', 'lantas', 'pada', 'hari', 'jumat', 'arus', 'lalin', 'cukup', 'lancar']","['live', 'streming', 'pajak', 'kp', 'lalang', 'personel', 'unit', 'lantas', 'jumat', 'arus', 'lalin', 'lancar']","['live', 'streming', 'pajak', 'kp', 'lalang', 'personel', 'unit', 'lantas', 'jumat', 'arus', 'lalin', 'lancar']"
pls pls pls pls jadikan aku setoran pajak yang digenjot habishabisan,0,"['pls', 'pls', 'pls', 'pls', 'jadikan', 'aku', 'setoran', 'pajak', 'yang', 'digenjot', 'habishabisan']","['pls', 'pls', 'pls', 'pls', 'jadikan', 'setoran', 'pajak', 'digenjot', 'habishabisan']","['pls', 'pls', 'pls', 'pls', 'jadi', 'setor', 'pajak', 'genjot', 'habishabisan']"
uang pajak untuk membiayai fasilitas pejabat cakep,0,"['uang', 'pajak', 'untuk', 'membiayai', 'fasilitas', 'pejabat', 'cakep']","['uang', 'pajak', 'membiayai', 'fasilitas', 'pejabat', 'cakep']","['uang', 'pajak', 'biaya', 'fasilitas', 'jabat', 'cakep']"
yantie omset bersih atau kotor nih yg kena pajakkan omset bisa di anggap masih pendapatan kotor blm di kurangi sama modal,0,"['yantie', 'omset', 'bersih', 'atau', 'kotor', 'nih', 'yg', 'kena', 'pajakkan', 'omset', 'bisa', 'di', 'anggap', 'masih', 'pendapatan', 'kotor', 'blm', 'di', 'kurangi', 'sama', 'modal']","['yantie', 'omset', 'bersih', 'kotor', 'kena', 'pajakkan', 'omset', 'anggap', 'pendapatan', 'kotor', 'blm', 'kurangi', 'modal']","['yantie', 'omset', 'bersih', 'kotor', 'kena', 'pajak', 'omset', 'anggap', 'dapat', 'kotor', 'blm', 'kurang', 'modal']"
cover jabodetabek bandung semarang solo surabaya medan palembang pinjaman kta bank asing maksimal juta syarat ktp cc npwp atau bisa pakai bukti potong pajak  karyawanampwiraswasta proses cepatampmudah disetujui ayo guys yg butuh kta dm aja atau wa langsung,1,"['cover', 'jabodetabek', 'bandung', 'semarang', 'solo', 'surabaya', 'medan', 'palembang', 'pinjaman', 'kta', 'bank', 'asing', 'maksimal', 'juta', 'syarat', 'ktp', 'cc', 'npwp', 'atau', 'bisa', 'pakai', 'bukti', 'potong', 'pajak', 'karyawanampwiraswasta', 'proses', 'cepatampmudah', 'disetujui', 'ayo', 'guys', 'yg', 'butuh', 'kta', 'dm', 'aja', 'atau', 'wa', 'langsung']","['cover', 'jabodetabek', 'bandung', 'semarang', 'solo', 'surabaya', 'medan', 'palembang', 'pinjaman', 'kta', 'bank', 'asing', 'maksimal', 'juta', 'syarat', 'ktp', 'cc', 'npwp', 'pakai', 'bukti', 'potong', 'pajak', 'karyawanampwiraswasta', 'proses', 'cepatampmudah', 'disetujui', 'ayo', 'guys', 'butuh', 'kta', 'dm', 'wa', 'langsung']","['cover', 'jabodetabek', 'bandung', 'semarang', 'solo', 'surabaya', 'medan', 'palembang', 'pinjam', 'kta', 'bank', 'asing', 'maksimal', 'juta', 'syarat', 'ktp', 'cc', 'npwp', 'pakai', 'bukti', 'potong', 'pajak', 'karyawanampwiraswasta', 'proses', 'cepatampmudah', 'tuju', 'ayo', 'guys', 'butuh', 'kta', 'dm', 'wa', 'langsung']"
rakyatnya diperass suruh bayar pajak si rakyat sendiri buat kuliah anaknya aja sulit biaya kuliah mahal di sisi lain wakil rakyatnya yg gajinya dr pajak si rakyat ucang kaki dapat tunjangan besar uang pensiun seumur hidup kerja kaga jelas kaga jujur banyak tidurnya bgst,0,"['rakyatnya', 'diperass', 'suruh', 'bayar', 'pajak', 'si', 'rakyat', 'sendiri', 'buat', 'kuliah', 'anaknya', 'aja', 'sulit', 'biaya', 'kuliah', 'mahal', 'di', 'sisi', 'lain', 'wakil', 'rakyatnya', 'yg', 'gajinya', 'dr', 'pajak', 'si', 'rakyat', 'ucang', 'kaki', 'dapat', 'tunjangan', 'besar', 'uang', 'pensiun', 'seumur', 'hidup', 'kerja', 'kaga', 'jelas', 'kaga', 'jujur', 'banyak', 'tidurnya', 'bgst']","['rakyatnya', 'diperass', 'suruh', 'bayar', 'pajak', 'rakyat', 'kuliah', 'anaknya', 'sulit', 'biaya', 'kuliah', 'mahal', 'sisi', 'wakil', 'rakyatnya', 'gajinya', 'dr', 'pajak', 'rakyat', 'ucang', 'kaki', 'tunjangan', 'uang', 'pensiun', 'seumur', 'hidup', 'kerja', 'kaga', 'kaga', 'jujur', 'tidurnya', 'bgst']","['rakyat', 'diperass', 'suruh', 'bayar', 'pajak', 'rakyat', 'kuliah', 'anak', 'sulit', 'biaya', 'kuliah', 'mahal', 'sisi', 'wakil', 'rakyat', 'gaji', 'dr', 'pajak', 'rakyat', 'ucang', 'kaki', 'tunjang', 'uang', 'pensiun', 'umur', 'hidup', 'kerja', 'kaga', 'kaga', 'jujur', 'tidur', 'bgst']"
hoaks jokowi bebaskan pajak wna di ikn selama tahun ricis pdip bali liga champions ajarin teuku ryan,0,"['hoaks', 'jokowi', 'bebaskan', 'pajak', 'wna', 'di', 'ikn', 'selama', 'tahun', 'ricis', 'pdip', 'bali', 'liga', 'champions', 'ajarin', 'teuku', 'ryan']","['hoaks', 'jokowi', 'bebaskan', 'pajak', 'wna', 'ikn', 'ricis', 'pdip', 'bali', 'liga', 'champions', 'ajarin', 'teuku', 'ryan']","['hoaks', 'jokowi', 'bebas', 'pajak', 'wna', 'ikn', 'ricis', 'pdip', 'bal', 'liga', 'champions', 'ajarin', 'teuku', 'ryan']"
belajar ekonomi sektorsektor penyumbang penerimaan pajak date desember source feb unpad,1,"['belajar', 'ekonomi', 'sektorsektor', 'penyumbang', 'penerimaan', 'pajak', 'date', 'desember', 'source', 'feb', 'unpad']","['belajar', 'ekonomi', 'sektorsektor', 'penyumbang', 'penerimaan', 'pajak', 'date', 'desember', 'source', 'feb', 'unpad']","['ajar', 'ekonomi', 'sektorsektor', 'sumbang', 'terima', 'pajak', 'date', 'desember', 'source', 'feb', 'unpad']"
aja kelalen pak bupati pemalang hidayat bayar pajak kendaraan njih,1,"['aja', 'kelalen', 'pak', 'bupati', 'pemalang', 'hidayat', 'bayar', 'pajak', 'kendaraan', 'njih']","['kelalen', 'bupati', 'pemalang', 'hidayat', 'bayar', 'pajak', 'kendaraan', 'njih']","['kelalen', 'bupati', 'malang', 'hidayat', 'bayar', 'pajak', 'kendara', 'njih']"
buang duit pajak doang,0,"['buang', 'duit', 'pajak', 'doang']","['buang', 'duit', 'pajak', 'doang']","['buang', 'duit', 'pajak', 'doang']"
bahkan sebuah sertifikat penghargaan aja dikenai pajak pantas kok banyak oknum pegawai becuk bahkan keluarganya bergaya bak keluarga kerajaan yg super tajir melintir,0,"['bahkan', 'sebuah', 'sertifikat', 'penghargaan', 'aja', 'dikenai', 'pajak', 'pantas', 'kok', 'banyak', 'oknum', 'pegawai', 'becuk', 'bahkan', 'keluarganya', 'bergaya', 'bak', 'keluarga', 'kerajaan', 'yg', 'super', 'tajir', 'melintir']","['sertifikat', 'penghargaan', 'dikenai', 'pajak', 'oknum', 'pegawai', 'becuk', 'keluarganya', 'bergaya', 'bak', 'keluarga', 'kerajaan', 'super', 'tajir', 'melintir']","['sertifikat', 'harga', 'kena', 'pajak', 'oknum', 'pegawai', 'becuk', 'keluarga', 'gaya', 'bak', 'keluarga', 'raja', 'super', 'tajir', 'melintir']"
sep uang pajak untuk membiayai fasilitas pejabat cakep,0,"['sep', 'uang', 'pajak', 'untuk', 'membiayai', 'fasilitas', 'pejabat', 'cakep']","['sep', 'uang', 'pajak', 'membiayai', 'fasilitas', 'pejabat', 'cakep']","['sep', 'uang', 'pajak', 'biaya', 'fasilitas', 'jabat', 'cakep']"
mydei saran dari aku kak hitungnya pake split bill line gini ntar disitu dijelasin pajak perorangmakanannya berapa aku dulu juga hitung tanpa pajak kdng sama pajak jg sih tp pembagiannya aku bagi misal total pajaknya rb trs yg makan ada org org gt,0,"['mydei', 'saran', 'dari', 'aku', 'kak', 'hitungnya', 'pake', 'split', 'bill', 'line', 'gini', 'ntar', 'disitu', 'dijelasin', 'pajak', 'perorangmakanannya', 'berapa', 'aku', 'dulu', 'juga', 'hitung', 'tanpa', 'pajak', 'kdng', 'sama', 'pajak', 'jg', 'sih', 'tp', 'pembagiannya', 'aku', 'bagi', 'misal', 'total', 'pajaknya', 'rb', 'trs', 'yg', 'makan', 'ada', 'org', 'org', 'gt']","['mydei', 'saran', 'kak', 'hitungnya', 'pake', 'split', 'bill', 'line', 'gini', 'ntar', 'disitu', 'dijelasin', 'pajak', 'perorangmakanannya', 'hitung', 'pajak', 'kdng', 'pajak', 'jg', 'tp', 'pembagiannya', 'total', 'pajaknya', 'rb', 'trs', 'makan', 'org', 'org', 'gt']","['mydei', 'saran', 'kak', 'hitung', 'pake', 'split', 'bill', 'line', 'gin', 'ntar', 'situ', 'dijelasin', 'pajak', 'perorangmakanannya', 'hitung', 'pajak', 'kdng', 'pajak', 'jg', 'tp', 'bagi', 'total', 'pajak', 'rb', 'trs', 'makan', 'org', 'org', 'gt']"
waring tandatanda zaman pajak rakyat yang mencekik,0,"['waring', 'tandatanda', 'zaman', 'pajak', 'rakyat', 'yang', 'mencekik']","['waring', 'tandatanda', 'zaman', 'pajak', 'rakyat', 'mencekik']","['waring', 'tandatanda', 'zaman', 'pajak', 'rakyat', 'cekik']"
ps logika aja kim koruptor merajalela bea cukai terus memeras pmi pajak mahal sembako mahal terus apa yg mau di banggakan dari pemerintah skrng infrastruktur kah kita lewat tol bayar sebutin coba apa yg bisa di banggakan dari kepemerintahan skrng,0,"['ps', 'logika', 'aja', 'kim', 'koruptor', 'merajalela', 'bea', 'cukai', 'terus', 'memeras', 'pmi', 'pajak', 'mahal', 'sembako', 'mahal', 'terus', 'apa', 'yg', 'mau', 'di', 'banggakan', 'dari', 'pemerintah', 'skrng', 'infrastruktur', 'kah', 'kita', 'lewat', 'tol', 'bayar', 'sebutin', 'coba', 'apa', 'yg', 'bisa', 'di', 'banggakan', 'dari', 'kepemerintahan', 'skrng']","['ps', 'logika', 'kim', 'koruptor', 'merajalela', 'bea', 'cukai', 'memeras', 'pmi', 'pajak', 'mahal', 'sembako', 'mahal', 'banggakan', 'pemerintah', 'skrng', 'infrastruktur', 'kah', 'tol', 'bayar', 'sebutin', 'coba', 'banggakan', 'kepemerintahan', 'skrng']","['ps', 'logika', 'kim', 'koruptor', 'rajalela', 'bea', 'cukai', 'peras', 'pmi', 'pajak', 'mahal', 'sembako', 'mahal', 'bangga', 'perintah', 'skrng', 'infrastruktur', 'kah', 'tol', 'bayar', 'sebutin', 'coba', 'bangga', 'perintah', 'skrng']"
jangan lupa lakukan pemadanan niknpwp untuk menikmati akses layanan pajak yang lebih praktis caranya mudah dan cepat bisa login ke lalu klik menu profil pastikan data sesuai dan klik validasi,0,"['jangan', 'lupa', 'lakukan', 'pemadanan', 'niknpwp', 'untuk', 'menikmati', 'akses', 'layanan', 'pajak', 'yang', 'lebih', 'praktis', 'caranya', 'mudah', 'dan', 'cepat', 'bisa', 'login', 'ke', 'lalu', 'klik', 'menu', 'profil', 'pastikan', 'data', 'sesuai', 'dan', 'klik', 'validasi']","['lupa', 'lakukan', 'pemadanan', 'niknpwp', 'menikmati', 'akses', 'layanan', 'pajak', 'praktis', 'mudah', 'cepat', 'login', 'klik', 'menu', 'profil', 'pastikan', 'data', 'sesuai', 'klik', 'validasi']","['lupa', 'laku', 'padan', 'niknpwp', 'nikmat', 'akses', 'layan', 'pajak', 'praktis', 'mudah', 'cepat', 'login', 'klik', 'menu', 'profil', 'pasti', 'data', 'sesuai', 'klik', 'validasi']"
rakyat membayar pajak agar menteri hidupnya nyaman,0,"['rakyat', 'membayar', 'pajak', 'agar', 'menteri', 'hidupnya', 'nyaman']","['rakyat', 'membayar', 'pajak', 'menteri', 'hidupnya', 'nyaman']","['rakyat', 'bayar', 'pajak', 'menteri', 'hidup', 'nyaman']"
